text,label,clear_text,bigram_text
Мое главное оружие - слово!,neutral,"['мой', 'главный', 'оружие', 'слово']","['мой', 'главный', 'оружие', 'слово']"
для тебя аххахахах,positive,['аххахах'],['аххахах']
нам не хватит XD,neutral,"['мы', 'хватить']","['мы', 'хватить']"
"Антон, жду от тебя эту песню на ближайшей студенческой осени) Дослушай до конца)",neutral,"['антон', 'ждать', 'песня', 'близкий', 'студенческий', 'осень', 'дослушивать', 'конец']","['антон', 'ждать', 'песня', 'близкий', 'студенческий', 'осень', 'дослушивать', 'конец']"
#суперторт ,neutral,['суперторт'],['суперторт']
"Леха, это самое милое, что ты могла сделать:)) я в деле )))",positive,"['леха', 'это', 'самый', 'милый', 'мочь', 'сделать', 'дело']","['леха', 'это', 'самый', 'милый', 'мочь', 'сделать', 'дело']"
"Вчера освоила технику ""квиллинг"")) Чего не сделаешь ради братика,в садике думаю оценят) ",neutral,"['вчера', 'осваивать', 'техника', 'квиллинг', 'что', 'сделать', 'ради', 'братик', 'садик', 'думать', 'оценивать']","['вчера', 'осваивать', 'техника', 'квиллинг', 'что', 'сделать', 'ради', 'братик', 'садик', 'думать', 'оценивать']"
Залипабельно,neutral,['залипабельно'],['залипабельно']
Любимый велосипедист💙🚲,positive,"['любимый', 'велосипедист']","['любимый', 'велосипедист']"
ПРИ ПРОСМОТРЕ ОБЯЗАТЕЛЬНО СЛУШАТЬ ТЕКСТ ПЕСНИ !!!!,neutral,"['при', 'просмотр', 'обязательно', 'слушать', 'текст', 'песня']","['при', 'просмотр', 'обязательно', 'слушать', 'текст', 'песня']"
"это rap, от Виктора мой брат от kamenka))",neutral,"['это', 'виктор', 'брат']","['это', 'виктор', 'брат']"
Любимый кум))),positive,"['любимый', 'кум']","['любимый', 'кум']"
"Мир тесен, но в нём всегда должно быть место позитиву =)",positive,"['мир', 'тесный', 'он', 'должно', 'место', 'позитив']","['мир', 'тесный', 'он', 'должно', 'место', 'позитив']"
"аахахха брови ""Чайкой"")))))",positive,"['аахахха', 'бровь', 'чайка']","['аахахха', 'бровь', 'чайка']"
"— Ты рожден, чтобы
быть настоящим, а не
идеальным.",neutral,"['ты', 'рожать', 'настоящий', 'идеальный']","['ты', 'рожать', 'настоящий', 'идеальный']"
Собрались все!,neutral,['собираться'],['собираться']
"Дорогие доброжелатели, пожелайте мне добра!))))",positive,"['дорогой', 'доброжелатель', 'пожелать', 'добро']","['дорогой', 'доброжелатель', 'пожелать', 'добро']"
Понять и простить! ахаха))),positive,"['понимать', 'прощать', 'ахах']","['понимать', 'прощать', 'ахах']"
"Так, друг, я хочу ту утреннюю песню!)",positive,"['так', 'друг', 'хотеть', 'тот', 'утренний', 'песня']","['так', 'друг', 'хотеть', 'тот', 'утренний', 'песня']"
"Могу лучше постараться, если хочешь)",neutral,"['мочь', 'постараться', 'хотеть']","['мочь', 'постараться', 'хотеть']"
я так устал жить по вашим законам!!! теперь ваше время -жить по моим законам!!!,neutral,"['уставать', 'жить', 'ваш', 'закон', 'ваш', 'время', 'жить', 'мой', 'закон']","['уставать', 'жить', 'ваш', 'закон', 'ваш', 'время', 'жить', 'мой', 'закон']"
"10 часов утра, на улице дождь, окна на распашку, запах свежести, и прохлада, и ебашит музыка. Лето - ты прекрасно! :D",positive,"['час', 'утро', 'улица', 'дождь', 'окно', 'распашка', 'запах', 'свежесть', 'прохлада', 'ебашить', 'музыка', 'лето', 'прекрасно']","['час', 'утро', 'улица', 'дождь', 'окно', 'распашка', 'запах', 'свежесть', 'прохлада', 'ебашить', 'музыка', 'лето', 'прекрасно']"
ответочка),neutral,['ответочка'],['ответочка']
А совсем недавно была вот такой))),neutral,['недавно'],['недавно']
Мы с мурочкой тебя ждем))),neutral,"['мы', 'мурочка', 'ждать']","['мы', 'мурочка', 'ждать']"
Калининград ))),neutral,['калининград'],['калининград']
Нашла старые депрессивно-любовные стихи. Хе-хе. Кому интересно - заходите,neutral,"['находить', 'старый', 'депрессивный', 'любовный', 'стих', 'Хе', 'хе', 'кто', 'интересно', 'заходить']","['находить', 'старый', 'депрессивный', 'любовный', 'стих', 'Хе', 'хе', 'кто', 'интересно', 'заходить']"
"Мне это никогда не надоест 😏 большие няшные кошки, с острыми зубками 😍",positive,"['я', 'это', 'надоедать', 'большой', 'няшный', 'кошка', 'острый', 'зубок']","['я', 'это', 'надоедать', 'большой', 'няшный', 'кошка', 'острый', 'зубок']"
люблю твой фотостатус.*),positive,"['любить', 'твой', 'фотостатус']","['любить', 'твой', 'фотостатус']"
очень мне нравятся такие шкафчики,positive,"['очень', 'нравиться', 'такой', 'шкафчик']","['очень', 'нравиться', 'такой', 'шкафчик']"
"не ново, но актуально.",neutral,"['новый', 'актуально']","['новый', 'актуально']"
Я мазаный мне можно 😊,neutral,['мазаный'],['мазаный']
Fike отдыхает ),neutral,['отдыхать'],['отдыхать']
"Это твоя копия, причем 100%))))))",neutral,"['это', 'твой', 'копия', 'причем']","['это', 'твой', 'копия', 'причем']"
Лучший подарок от друга это его присутствие и поддержка в трудную минуту.,neutral,"['хороший', 'подарок', 'друг', 'это', 'присутствие', 'поддержка', 'трудный', 'минута']","['хороший', 'подарок', 'друг', 'это', 'присутствие', 'поддержка', 'трудный', 'минута']"
"ничего умнее не придумал для них - 
""Больше лайков - пожалллуууйсстааа""))))",neutral,"['умный', 'придумывать', 'много', 'лайков', 'пожалллуууйсстааа']","['умный', 'придумывать', 'много', 'лайков', 'пожалллуууйсстааа']"
"я тебя никогда не предам... И мне не нужна твоя степуха и прочая фигня, я просто хочу быть твоим другом..",positive,"['предавать', 'нужный', 'твой', 'степуха', 'прочий', 'фигня', 'просто', 'хотеть', 'твой', 'друг']","['предавать', 'нужный', 'твой', 'степуха', 'прочий', 'фигня', 'просто', 'хотеть', 'твой', 'друг']"
"Я никогда не был идеальным
человеком, начиная от внешности и
заканчивая характером. Но зато я
всегда был собой.",neutral,"['идеальный', 'человек', 'начинать', 'внешность', 'заканчивать', 'характер', 'но', 'зато', 'себя']","['идеальный', 'человек', 'начинать', 'внешность', 'заканчивать', 'характер', 'но', 'зато', 'себя']"
"посплю, поржу,..БОРЩА!!!",neutral,"['поспать', 'поржать', 'борщ']","['поспать', 'поржать', 'борщ']"
Силы во Тьме!,neutral,"['сила', 'тьма']","['сила', 'тьма']"
"ахахха Бедный мишка*** 
Бог в шкафу
Ааааааа! Мама пришла!
Оля оля...
""Теперь когда я буду идти на музыку, буду смотреть на эту стену...""
""Всё! Я стену абматюкала...теперь можно идти!"" 
ахахах 
Было реально крууууто)",positive,"['ахахха', 'бедный', 'мишка', 'бог', 'шкаф', 'ааааааа', 'мама', 'приходить', 'оля', 'оля', 'теперь', 'быть', 'идти', 'музыка', 'быть', 'смотреть', 'стена', 'все', 'стена', 'абматюкать', 'идти', 'ахах', 'быть', 'реальный', 'крууууто']","['ахахха', 'бедный', 'мишка', 'бог', 'шкаф', 'ааааааа', 'мама', 'приходить', 'оля', 'оля', 'теперь', 'быть', 'идти', 'музыка', 'быть', 'смотреть', 'стена', 'все', 'стена', 'абматюкать', 'идти', 'ахах', 'быть', 'реальный', 'крууууто']"
"А мой братец не такой уж и жук, привез мне бутылку Martini. Не ожидала конечно, но все же приятно:*",positive,"['братец', 'жук', 'привозить', 'бутылка', 'не', 'ожидать', 'приятно']","['братец', 'жук', 'привозить', 'бутылка', 'не_ожидать', 'приятно']"
"а теперь, мальчики, не подведите!!!)",neutral,"['мальчик', 'подводить']","['мальчик', 'подводить']"
"Все тебя любят. Друзяшка, Всё будет харашо. не унывай.",positive,"['все', 'любить', 'друзяшка', 'все', 'харашо', 'унывать']","['все', 'любить', 'друзяшка', 'все', 'харашо', 'унывать']"
Не каждый поймет =D,neutral,"['не', 'каждый', 'понимать']","['не', 'каждый', 'понимать']"
Ветрянка!!!! Развлекаемся !!!!,neutral,"['ветрянка', 'развлекаться']","['ветрянка', 'развлекаться']"
я рисовала),neutral,['рисовать'],['рисовать']
вот немного весны от меня))))),positive,"['немного', 'весна']","['немного', 'весна']"
"

ПТАШИИИ,Я МОНТИРУЮ ВИДОС:) ХЕХЕХ:)
СЕГОДНЯ ВЕЧЕРОМ ИЛИ ЗАВТРА В ПЕРВОЙ ПОЛОВИНЕ ДНЯ,ХОЧУ ЗАЛИТЬ НА КАНАЛ:)
ОБОЖАЮ СНИМАТЬ ТАКИЕ ВИДЕО:)",positive,"['пташиии', 'монтировать', 'видос', 'хехех', 'сегодня', 'вечер', 'или', 'завтра', 'первый', 'половина', 'день', 'хотеть', 'заливать', 'на', 'канал', 'обожать', 'снимать', 'такой', 'видео']","['пташиии', 'монтировать', 'видос', 'хехех', 'сегодня', 'вечер', 'или', 'завтра', 'первый', 'половина', 'день', 'хотеть', 'заливать', 'на', 'канал', 'обожать', 'снимать', 'такой', 'видео']"
"Слоник мы в геленджике, давай к нам !)))",neutral,"['слоник', 'геленджик', 'давать', 'мы']","['слоник', 'геленджик', 'давать', 'мы']"
"Повторим,девченки?))))",neutral,"['повторять', 'девченка']","['повторять', 'девченка']"
Пятница! Всем прекрасных выходных и веселого вечера! Йо-хо-хо! :)),positive,"['пятница', 'все', 'прекрасный', 'выходной', 'веселый', 'вечер', 'йо', 'хо', 'хо']","['пятница', 'все', 'прекрасный', 'выходной', 'веселый', 'вечер', 'йо', 'хо', 'хо']"
Хочу вопросы:D,neutral,"['хотеть', 'вопрос']","['хотеть', 'вопрос']"
"посомтрела прочие фото из этой серии =) какой-то балетный волейбол)))) ну или гомоволейбол =)))

хаххаха =) 

завидую тебе =)",positive,"['посомтреть', 'прочий', 'фото', 'серия', 'балетный', 'волейбол', 'гомоволейбол', 'хаххах', 'завидовать', 'ты']","['посомтреть', 'прочий', 'фото', 'серия', 'балетный', 'волейбол', 'гомоволейбол', 'хаххах', 'завидовать', 'ты']"
Танцор 2)),neutral,['танцор'],['танцор']
"ладно, я спать))*",neutral,"['ладно', 'спать']","['ладно', 'спать']"
"Ага, выспалась, настроение отличное, самочувствие тоже))))) Сижу русский решаю) Ну, и в контакт, одним глазом подсматриваю))) А ты как? Во сколько домой добрался?)))",positive,"['ага', 'высыпаться', 'настроение', 'отличный', 'самочувствие', 'сидеть', 'русский', 'решать', 'ну', 'контакт', 'один', 'глаз', 'подсматривать', 'во', 'сколько', 'домой', 'добираться']","['ага', 'высыпаться', 'настроение', 'отличный', 'самочувствие', 'сидеть', 'русский', 'решать', 'ну', 'контакт', 'один', 'глаз', 'подсматривать', 'во', 'сколько', 'домой', 'добираться']"
Нашло в пакете)) хотя его не заказывая),neutral,"['находить', 'пакет', 'хотя', 'заказывать']","['находить', 'пакет', 'хотя', 'заказывать']"
Не баба - мечта!!!,positive,"['не', 'баба', 'мечта']","['не', 'баба', 'мечта']"
"какая ты, мать, взрослая здесь!",neutral,"['мать', 'взрослый']","['мать', 'взрослый']"
Наш ЙОЗИК=))),positive,"['наш', 'йозик']","['наш', 'йозик']"
На самом деле-очень глубокая картинка!!!,positive,"['на', 'самый', 'дело', 'очень', 'глубокий', 'картинка']","['на', 'самый_дело', 'очень', 'глубокий', 'картинка']"
отлюби меня полностью.,neutral,"['отлюбить', 'полностью']","['отлюбить', 'полностью']"
Вот теперь стена очень даже ничего))),positive,"['вот', 'стена', 'очень']","['вот', 'стена', 'очень']"
она крутяшная))))))),positive,['крутяшный'],['крутяшный']
Я скорпион😍😜,neutral,['скорпион'],['скорпион']
"апчхуй... хочу в бар, хочу голубой океан...",positive,"['апчхуй', 'хотеть', 'бар', 'хотеть', 'голубой', 'океан']","['апчхуй', 'хотеть', 'бар', 'хотеть', 'голубой', 'океан']"
"Недавно фотографировал меню для тёплого и приятного заведения Probka Pub. Классно работать с весёлыми людьми. И кстати здесь очень вкусные блюда, я лично дегустировал)

",positive,"['недавно', 'фотографировать', 'меню', 'теплый', 'приятный', 'заведение', 'классно', 'работать', 'веселый', 'человек', 'кстати', 'очень', 'вкусный', 'блюдо', 'лично', 'дегустировать']","['недавно', 'фотографировать', 'меню', 'теплый', 'приятный', 'заведение', 'классно', 'работать', 'веселый', 'человек', 'кстати', 'очень', 'вкусный', 'блюдо', 'лично', 'дегустировать']"
Боже как же я люблю своих поклонников думаю что и они меня,positive,"['боже', 'любить', 'свой', 'поклонник', 'думать']","['боже', 'любить', 'свой', 'поклонник', 'думать']"
Вскоре вышла вот эта),neutral,"['вскоре', 'выходить', 'этот']","['вскоре', 'выходить', 'этот']"
"Дом, милый мать его Дом.",positive,"['дом', 'милый', 'мать', 'дом']","['дом', 'милый', 'мать', 'дом']"
"А я старик, вот так господа, Ярослав Игоревич - СТАРИК!!! =) Старик ссо ""АссоЛЬ""!!!",neutral,"['старик', 'господин', 'ярослав', 'игоревич', 'старик', 'старик', 'ссо', 'ассоль']","['старик', 'господин', 'ярослав', 'игоревич', 'старик', 'старик', 'ссо', 'ассоль']"
Прикольнуло)))),positive,['прикольнуть'],['прикольнуть']
Твой любимый цвет),neutral,"['твой', 'любимый', 'цвет']","['твой', 'любимый', 'цвет']"
"Ну вот, теперь мы научились стоять в кроватке и 😛Вчера Сашка самостоятельно встала на ножки первый раз👏 я не стала мчаться за телефоном, а с огромным умилением наблюдала за ней эти 30 секунд пока она стояла и не совсем понимала, как у нее это вышло😊 А сегодня вот опять и уже уверенней💪",positive,"['ну', 'научаться', 'стоять', 'кроватка', 'вчера', 'сашка', 'самостоятельно', 'вставать', 'ножка', 'первый', 'становиться', 'мчаться', 'телефон', 'огромный', 'умиление', 'наблюдать', 'секунда', 'пока', 'стоять', 'понимать', 'это', 'выходить', 'сегодня', 'уверенно']","['ну', 'научаться', 'стоять', 'кроватка', 'вчера', 'сашка', 'самостоятельно', 'вставать', 'ножка', 'первый', 'становиться', 'мчаться', 'телефон', 'огромный', 'умиление', 'наблюдать', 'секунда', 'пока', 'стоять', 'понимать', 'это', 'выходить', 'сегодня', 'уверенно']"
это...ну слов нет. Они превзошли самих себя))) пойду лопату что ли поищу предков своих укров))))😄😂😅😁😂😂😂😂😂,negative,"['это', 'слово', 'они', 'превосходить', 'сам', 'пойти', 'лопата', 'поискать', 'предок', 'свой', 'укр']","['это', 'слово', 'они', 'превосходить', 'сам', 'пойти', 'лопата', 'поискать', 'предок', 'свой', 'укр']"
"Прошлые выходные - Красноярск, эти - Краснозерка!)",neutral,"['прошлый', 'выходной', 'красноярск', 'краснозерка']","['прошлый', 'выходной', 'красноярск', 'краснозерка']"
"🙏 Ну, настало время и меня поддержать! 
Сделаем наш город чистым!📌 Лайк 👍 Репост! 😄))",neutral,"['ну', 'наставать', 'время', 'поддерживать', 'сделать', 'наш', 'город', 'чистый', 'лайк', 'репост']","['ну', 'наставать', 'время', 'поддерживать', 'сделать', 'наш_город', 'чистый', 'лайк', 'репост']"
Я ВСЕ ТАКИ ЭТО СДЕЛАЛ,positive,"['весь', 'таки', 'это', 'сделать']","['весь', 'таки', 'это', 'сделать']"
Заработала!,neutral,['зарабатывать'],['зарабатывать']
"Раз пошла такая пьянка, вот тебе боссанова, джаз и трип-хоп вместе.",neutral,"['раз', 'пойти', 'такой', 'пьянка', 'ты', 'боссанов', 'джаз', 'трип', 'хоп', 'вместе']","['раз', 'пойти', 'такой', 'пьянка', 'ты', 'боссанов', 'джаз', 'трип', 'хоп', 'вместе']"
"Эмоции... очень часто они придают значимое незначительному. Ты видишь то, что хочешь видеть. Веришь тому, во что хочешь верить. Придаешь значение тому, чего нет. Научись оценивать все бесстрастно. И твоя жизнь засияет новыми красками.

© София Скрипкина",neutral,"['эмоция', 'очень', 'часто', 'придавать', 'значимый', 'незначительный', 'ты', 'видеть', 'хотеть', 'видеть', 'верить', 'то', 'хотеть', 'верить', 'придавать', 'значение', 'то', 'научаться', 'оценивать', 'бесстрастно', 'твой', 'жизнь', 'засиять', 'новый', 'краска', 'софия', 'скрипкин']","['эмоция', 'очень', 'часто', 'придавать', 'значимый', 'незначительный', 'ты', 'видеть', 'хотеть', 'видеть', 'верить', 'то', 'хотеть', 'верить', 'придавать', 'значение', 'то', 'научаться', 'оценивать', 'бесстрастно', 'твой', 'жизнь', 'засиять', 'новый', 'краска', 'софия', 'скрипкин']"
"Сбылась моя мечта, побывали в не туристическом итальянском клубе, словами не передать... Ну и конечно традиционный фотосет, дабы зачекиниться на фоне модного места Cocorico :)",positive,"['сбываться', 'мечта', 'побывать', 'туристический', 'итальянский', 'клуб', 'слово', 'передавать', 'ну', 'традиционный', 'фотосать', 'дабы', 'зачекиниться', 'фон', 'модный', 'место']","['сбываться', 'мечта', 'побывать', 'туристический', 'итальянский', 'клуб', 'слово', 'передавать', 'ну', 'традиционный', 'фотосать', 'дабы', 'зачекиниться', 'фон', 'модный', 'место']"
"Случайно узнал, что есть фильм под странным названием ""Сальса"".  Категорически рекомендую всем помешанным. Лично мне он понравился больше чем прочие фильмы о танцах.

",positive,"['случайно', 'узнавать', 'фильм', 'странный', 'название', 'сальса', 'категорически', 'рекомендовать', 'весь', 'помешать', 'лично', 'понравиться', 'прочий', 'фильм', 'танец']","['случайно', 'узнавать', 'фильм', 'странный', 'название', 'сальса', 'категорически', 'рекомендовать', 'весь', 'помешать', 'лично', 'понравиться', 'прочий', 'фильм', 'танец']"
"Ох этот неловкий момент когда все переживают из-за расставания с отрядом и вожатыми, а я за спиженную колбасу :с :D
Если серьёзно, то дорогой мой 1 отряд я вас очень люблю и знаю, что мы снова встретимся и не раз! Ведь это мы! Мы все могём и все сумеем!  Такую крутую компашку не разбить ни за что на свете! Люблю, скучаю :3 ♥",positive,"['ох', 'неловкий', 'момент', 'переживать', 'расставание', 'отряд', 'вожатый', 'спиженный', 'колбаса', 'если', 'серьезно', 'дорогой', 'отряд', 'очень', 'любить', 'знать', 'снова', 'встречаться', 'ведь', 'это', 'мы', 'могема', 'суметь', 'такой', 'крутой', 'компашку', 'разбивать', 'свет', 'любить', 'скучать']","['ох', 'неловкий', 'момент', 'переживать', 'расставание', 'отряд', 'вожатый', 'спиженный', 'колбаса', 'если', 'серьезно', 'дорогой', 'отряд', 'очень', 'любить', 'знать', 'снова', 'встречаться', 'ведь', 'это', 'мы', 'могема', 'суметь', 'такой', 'крутой', 'компашку', 'разбивать', 'свет', 'любить', 'скучать']"
Мой котэ набрал массу и весит 0.324гр. ,neutral,"['мой', 'котэ', 'набирать', 'масса', 'весить', 'гр']","['мой', 'котэ', 'набирать', 'масса', 'весить', 'гр']"
"Сплю всю зиму, кругом лёд((( Жду от Гали милой - МЁД!!! (",neutral,"['спать', 'зима', 'кругом', 'лед', 'ждать', 'галя', 'милый']","['спать', 'зима', 'кругом', 'лед', 'ждать', 'галя', 'милый']"
"Ну было же,ну)",neutral,['ну'],['ну']
"Супермен умер, всем приятного просмотра.)))",neutral,"['супермен', 'умирать', 'все', 'приятный', 'просмотр']","['супермен', 'умирать', 'все', 'приятный', 'просмотр']"
#снежочек #капюшончик #экзистенция,neutral,"['снежочек', 'капюшончик', 'экзистенция']","['снежочек', 'капюшончик', 'экзистенция']"
Счастье есть.,positive,['счастие'],['счастие']
"Скучают лишь за теми, кого любят, 
Скучают лишь за теми, кого ждут!
Как только чувства нежные разбудят,
В сиянье солнца счастливо живут.

Ведь можно, разогнав свои мечты,
Уехать далеко и не взглянуть назад?
Но только от себя мне не уйти,
Нигде нет счастья без любимых глаз.

 А лето - это яркие цветы,
Прекрасные рассветы, солнечные дни.
Но без тебя они из пустоты...
И в сердце и в душе один лишь ты,
 Один лишь ты.

2015 г. Наталия Глюза",neutral,"['скучать', 'лишь', 'тот', 'кто', 'любить', 'скучать', 'лишь', 'тот', 'кто', 'ждать', 'как', 'чувство', 'нежный', 'разбудить', 'сияние', 'солнце', 'счастливо', 'жить', 'ведь', 'разгонять', 'свой', 'мечта', 'уезжать', 'далеко', 'взглядывать', 'назад', 'но', 'уходить', 'нигде', 'счастие', 'любимый', 'глаз', 'лето', 'это', 'яркий', 'цветок', 'прекрасный', 'рассвет', 'солнечный', 'день', 'но', 'пустота', 'сердце', 'душа', 'лишь', 'один', 'лишь', 'наталия', 'глюз']","['скучать', 'лишь', 'тот_кто', 'любить', 'скучать', 'лишь', 'тот_кто', 'ждать', 'как', 'чувство', 'нежный', 'разбудить', 'сияние', 'солнце', 'счастливо', 'жить', 'ведь', 'разгонять', 'свой', 'мечта', 'уезжать', 'далеко', 'взглядывать', 'назад', 'но', 'уходить', 'нигде', 'счастие', 'любимый', 'глаз', 'лето', 'это', 'яркий', 'цветок', 'прекрасный', 'рассвет', 'солнечный', 'день', 'но', 'пустота', 'сердце', 'душа', 'лишь', 'один', 'лишь', 'наталия', 'глюз']"
Во все тяжкие...,neutral,"['во', 'тяжкий']","['во', 'тяжкий']"
Хоровод! :),neutral,['хоровод'],['хоровод']
"меня реал так качает, ничего лучше ты еще не слышала!",neutral,"['реал', 'качать', 'слышать']","['реал', 'качать', 'слышать']"
как проходит моя жизнь.,neutral,"['проходить', 'жизнь']","['проходить', 'жизнь']"
"привет, бро;) Цени мой припев на бит моего корфана)",neutral,"['привет', 'бро', 'ценить', 'припев', 'бит', 'мой', 'корфан']","['привет', 'бро', 'ценить', 'припев', 'бит', 'мой', 'корфан']"
праздники отгуляла... теперь мечтаю о весне ❤,positive,"['праздник', 'отгуливать', 'мечтать', 'весна']","['праздник', 'отгуливать', 'мечтать', 'весна']"
))) Мур-мявский!,positive,"['мур', 'мявский']","['мур', 'мявский']"
Вот это мощ,positive,"['вот', 'это', 'мощ']","['вот', 'это', 'мощ']"
Каникулы в Простоквашино. Новые серии.,neutral,"['каникулы', 'простоквашино', 'новый', 'серия']","['каникулы', 'простоквашино', 'новый', 'серия']"
что за красивая девушка у тебя на аватарке?,neutral,"['красивый', 'девушка', 'аватарка']","['красивый', 'девушка', 'аватарка']"
зацени....услышал на пляже и по словам нашел именно эту версию))),neutral,"['заценивать', 'услышать', 'пляж', 'слово', 'находить', 'именно', 'версия']","['заценивать', 'услышать', 'пляж', 'слово', 'находить', 'именно', 'версия']"
"это мои любимые...не знаю,может понравиться тебе.))",positive,"['это', 'мой', 'любимый', 'знать', 'понравиться', 'ты']","['это', 'мой_любимый', 'знать', 'понравиться', 'ты']"
"Все, я вернулся и до 4 июля на месте! Финал дома, без Киева.",neutral,"['все', 'вернуться', 'июль', 'место', 'финал', 'дом', 'киев']","['все', 'вернуться', 'июль', 'место', 'финал', 'дом', 'киев']"
ХОЧУ ЛЕТА!!!!!!!!!!!!!!!!!!ВВВВААААААХХХХХХ,positive,"['хотеть', 'лето', 'ВВВВААААААХХХХХХ']","['хотеть', 'лето', 'ВВВВААААААХХХХХХ']"
Город Черкасы),neutral,"['город', 'черкасы']","['город', 'черкасы']"
"дорогая мама, я не уделяю тебе столько времени, как ты мне, но знай я люблю тебя всегда и больше всех на свете.",positive,"['дорогой', 'мама', 'уделять', 'ты', 'столько', 'время', 'знать', 'любить', 'свет']","['дорогой', 'мама', 'уделять', 'ты', 'столько', 'время', 'знать', 'любить', 'свет']"
ВООБЩЕМ НАРОД)ПОЧТИ НИКТО НЕ ЗНАЛ ДО ЭТОГО МОМЕНТА)...Я ЗАВТРО В АРМИЮ))),neutral,"['вообщий', 'народ', 'почти', 'никто', 'не', 'знать', 'до', 'этот', 'момент', 'завтро', 'армия']","['вообщий', 'народ', 'почти', 'никто', 'не', 'знать', 'до', 'этот', 'момент', 'завтро', 'армия']"
"И я так хочу...Я в белом
платье...вокруг радостные
родственники и
друзья..и ОН...смотрит на меня
влюбленными глазами,и больше
никого не замечает...улыбается и
говорит:""Теперь ты моя...жена!!..",positive,"['хотеть', 'белый', 'платье', 'вокруг', 'радостный', 'родственник', 'друг', 'он', 'смотреть', 'влюбленный', 'глаз', 'никто', 'замечать', 'улыбаться', 'говорить', 'теперь', 'жена']","['хотеть', 'белый', 'платье', 'вокруг', 'радостный', 'родственник', 'друг', 'он', 'смотреть', 'влюбленный', 'глаз', 'никто', 'замечать', 'улыбаться', 'говорить', 'теперь', 'жена']"
Вот это по нашему - гуманно 😂,positive,"['вот', 'это', 'наш', 'гуманно']","['вот', 'это', 'наш', 'гуманно']"
"Любящий многих – знает женщин, любящий одну – познает Любовь.",neutral,"['любить', 'многие', 'знать', 'женщина', 'любить', 'один', 'познавать', 'любовь']","['любить', 'многие', 'знать', 'женщина', 'любить', 'один', 'познавать', 'любовь']"
"Мы друг друга понимаем с полулова
Разные совсем и так похожи...
Я ради тебя на все готова....
Тайны на двоих, секреты,слезы,
Радом ты- и не страшны мне грозы...
Ты моя Подруга на Всегда❤👭😘
Друг за друга мы всегда горой....!!!!
Мы родние Серцем и Душой!! ❤ ❤ ❤ 😘 
Люблю тебе моя люба*❤💋",positive,"['мы', 'друг', 'друг', 'понимать', 'полулов', 'разный', 'похожий', 'ради', 'готовый', 'тайна', 'двое', 'секрет', 'слеза', 'радом', 'страшный', 'гроза', 'ты', 'подруга', 'всегда', 'друг', 'друг', 'гора', 'мы', 'родний', 'серце', 'душа', 'любить', 'ты', 'люба']","['мы', 'друг_друг', 'понимать', 'полулов', 'разный', 'похожий', 'ради', 'готовый', 'тайна', 'двое', 'секрет', 'слеза', 'радом', 'страшный', 'гроза', 'ты', 'подруга', 'всегда', 'друг_друг', 'гора', 'мы', 'родний', 'серце', 'душа', 'любить', 'ты', 'люба']"
Он зубастенький хихи)) А звёзды в глазах - это моя тема=) Я про них писала в своём эссе...),positive,"['он', 'зубастенький', 'хиха', 'звезда', 'глаз', 'это', 'тема', 'писать', 'свой', 'эссе']","['он', 'зубастенький', 'хиха', 'звезда', 'глаз', 'это', 'тема', 'писать', 'свой', 'эссе']"
"Люди пришли, люди
ушли. Какая разница?
Главное смотреть, кто остается, а
остаются единицы, которые по-
настоящему тебя любят и дорожат
тобой.))))",positive,"['человек', 'приходить', 'человек', 'уходить', 'какой', 'разница', 'главное', 'смотреть', 'оставаться', 'оставаться', 'единица', 'который', 'настоящий', 'любить', 'дорожить', 'ты']","['человек', 'приходить', 'человек', 'уходить', 'какой_разница', 'главное', 'смотреть', 'оставаться', 'оставаться', 'единица', 'который', 'настоящий', 'любить', 'дорожить', 'ты']"
вот это я тебе вчера пела в электроне))),neutral,"['это', 'ты', 'вчера', 'петь', 'электрон']","['это', 'ты', 'вчера', 'петь', 'электрон']"
"Уже давно взяла себе твердую установку: ""Мой мир заботится обо мне"". 💭 Встречаясь с любыми, даже самыми незначительными обстоятельствами, твердите себе эту формулу - в любом случае, что бы ни происходило - плохое или хорошее",neutral,"['уже', 'давно', 'взять', 'твердый', 'установка', 'мой', 'мир', 'заботиться', 'обо', 'встречаться', 'любой', 'самый', 'незначительный', 'обстоятельство', 'твердить', 'формула', 'любой', 'случай', 'происходить', 'плохой', 'хороший']","['уже', 'давно', 'взять', 'твердый', 'установка', 'мой', 'мир', 'заботиться', 'обо', 'встречаться', 'любой', 'самый', 'незначительный', 'обстоятельство', 'твердить', 'формула', 'любой', 'случай', 'происходить', 'плохой_хороший']"
кстаааати АЙТ КАБЫЛ БОЛСЫН. это первые и последние слова на казахском языке в моем исполнении,neutral,"['кстаааать', 'айта', 'кабывать', 'болсын', 'это', 'первый', 'последний', 'слово', 'казахский', 'язык', 'мой', 'исполнение']","['кстаааать', 'айта', 'кабывать', 'болсын', 'это', 'первый', 'последний', 'слово', 'казахский', 'язык', 'мой', 'исполнение']"
Снять бы что нибудь веселое х),neutral,"['снимать', 'веселый']","['снимать', 'веселый']"
Пошла учиться))),neutral,"['пойти', 'учиться']","['пойти', 'учиться']"
ты помолодел немного)))),positive,"['помолодеть', 'немного']","['помолодеть', 'немного']"
